Symbol,Name,Sector,Industry,Summary Quote
SPLK,Splunk Inc.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/splk
SPOK,"Spok Holdings, Inc.",Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/spok
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/spwh
SBPH,"Spring Bank Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbph
FUND,"Sprott Focus Trust, Inc.",Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/fund
SFM,"Sprouts Farmers Market, Inc.",Consumer Services,Food Chains,https://www.nasdaq.com/symbol/sfm
SPSC,"SPS Commerce, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/spsc
SSNC,"SS&C Technologies Holdings, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssnc
SSLJ,SSLJ.com Limited,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/sslj
SSRM,SSR Mining Inc.,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ssrm
STAA,STAAR Surgical Company,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/staa
STAF,"Staffing 360 Solutions, Inc.",Technology,Professional Services,https://www.nasdaq.com/symbol/staf
STMP,Stamps.com Inc.,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/stmp
SBLK,Star Bulk Carriers Corp.,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sblk
SBLKZ,Star Bulk Carriers Corp.,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sblkz
SBUX,Starbucks Corporation,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/sbux
STFC,State Auto Financial Corporation,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/stfc
STBZ,State Bank Financial Corporation.,Finance,Major Banks,https://www.nasdaq.com/symbol/stbz
STDY,SteadyMed Ltd.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/stdy
GASS,"StealthGas, Inc.",Transportation,Marine Transportation,https://www.nasdaq.com/symbol/gass
STCN,"Steel Connect, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/stcn
STLD,"Steel Dynamics, Inc.",Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/stld
SMRT,"Stein Mart, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/smrt
STLR,Stellar Acquisition III Inc.,Finance,Business Services,https://www.nasdaq.com/symbol/stlr
STLRU,Stellar Acquisition III Inc.,Finance,Business Services,https://www.nasdaq.com/symbol/stlru
STLRW,Stellar Acquisition III Inc.,Finance,Business Services,https://www.nasdaq.com/symbol/stlrw
SBOT,"Stellar Biotechnologies, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbot
STML,"Stemline Therapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/stml
SRCL,"Stericycle, Inc.",Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/srcl
SRCLP,"Stericycle, Inc.",Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/srclp
SBT,"Sterling Bancorp, Inc.",Finance,Savings Institutions,https://www.nasdaq.com/symbol/sbt
STRL,Sterling Construction Company Inc,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/strl
SHOO,"Steven Madden, Ltd.",Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/shoo
SSFN,Stewardship Financial Corp,Finance,Major Banks,https://www.nasdaq.com/symbol/ssfn
SFIX,"Stitch Fix, Inc.",Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/sfix
SYBT,"Stock Yards Bancorp, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/sybt
BANX,StoneCastle Financial Corp,n/a,n/a,https://www.nasdaq.com/symbol/banx
SSKN,"Strata Skin Sciences, Inc.",Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sskn
SSYS,"Stratasys, Ltd.",Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ssys
HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,n/a,n/a,https://www.nasdaq.com/symbol/hndl
STRT,Strattec Security Corporation,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/strt
STRS,Stratus Properties Inc.,Consumer Services,Homebuilding,https://www.nasdaq.com/symbol/strs
STRA,"Strayer Education, Inc.",Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/stra
STRM,"Streamline Health Solutions, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/strm
SBBP,Strongbridge Biopharma plc,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbbp
STB,Student Transportation Inc,Transportation,Other Transportation,https://www.nasdaq.com/symbol/stb
SUMR,"Summer Infant, Inc.",Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sumr
SMMF,"Summit Financial Group, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/smmf
SSBI,Summit State Bank,n/a,n/a,https://www.nasdaq.com/symbol/ssbi
SMMT,Summit Therapeutics plc,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/smmt
SNHY,Sun Hydraulics Corporation,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/snhy
SNDE,Sundance Energy Australia Limited,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/snde
SNSS,"Sunesis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snss
STKL,"SunOpta, Inc.",Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/stkl
SPWR,SunPower Corporation,Technology,Semiconductors,https://www.nasdaq.com/symbol/spwr
RUN,Sunrun Inc.,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/run
SUNW,"Sunworks, Inc.",Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/sunw
SMCI,"Super Micro Computer, Inc.",Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/smci
SPCB,"SuperCom, Ltd.",Technology,Semiconductors,https://www.nasdaq.com/symbol/spcb
SCON,Superconductor Technologies Inc.,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/scon
SGC,"Superior Uniform Group, Inc.",Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/sgc
SUPN,"Supernus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/supn
SPRT,"support.com, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/sprt
SGRY,"Surgery Partners, Inc.",Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/sgry
SRDX,"Surmodics, Inc.",Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srdx
SBBX,Sussex Bancorp,Finance,Major Banks,https://www.nasdaq.com/symbol/sbbx
SIVB,SVB Financial Group,Finance,Major Banks,https://www.nasdaq.com/symbol/sivb
SYKE,"Sykes Enterprises, Incorporated",Technology,EDP Services,https://www.nasdaq.com/symbol/syke
SYMC,Symantec Corporation,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/symc
SYNC,"Synacor, Inc.",Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sync
SYNL,Synalloy Corporation,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/synl
SYNA,Synaptics Incorporated,Technology,Semiconductors,https://www.nasdaq.com/symbol/syna
SNCR,"Synchronoss Technologies, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/sncr
SNDX,"Syndax Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sndx
SYNH,"Syneos Health, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/synh
SGYP,"Synergy Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sgyp
SYBX,"Synlogic, Inc.",n/a,n/a,https://www.nasdaq.com/symbol/sybx
SNPS,"Synopsys, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/snps
SYNT,"Syntel, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/synt
SES,"Synthesis Energy Systems, Inc.",Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ses
SYPR,"Sypris Solutions, Inc.",Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sypr
SYRS,"Syros Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/syrs
TROW,"T. Rowe Price Group, Inc.",Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/trow
TTOO,"T2 Biosystems, Inc.",Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ttoo
TRHC,"Tabula Rasa HealthCare, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/trhc
TCMD,"Tactile Systems Technology, Inc.",Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tcmd
TAIT,Taitron Components Incorporated,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/tait
TTWO,"Take-Two Interactive Software, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ttwo
TLND,Talend S.A.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tlnd
TNDM,"Tandem Diabetes Care, Inc.",Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tndm
TLF,"Tandy Leather Factory, Inc.",Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/tlf
TANH,Tantech Holdings Ltd.,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/tanh
TPIV,TapImmune Inc.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tpiv
TEDU,"Tarena International, Inc.",Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tedu
TATT,TAT Technologies Ltd.,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/tatt
TAYD,"Taylor Devices, Inc.",Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tayd
CGBD,"TCG BDC, Inc.",n/a,n/a,https://www.nasdaq.com/symbol/cgbd
TCPC,TCP Capital Corp.,n/a,n/a,https://www.nasdaq.com/symbol/tcpc
AMTD,TD Ameritrade Holding Corporation,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/amtd
PETZ,"TDH Holdings, Inc.",Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/petz
TECD,Tech Data Corporation,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/tecd
TCCO,Technical Communications Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/tcco
TTGT,"TechTarget, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ttgt
TGLS,Tecnoglass Inc.,Consumer Durables,Electronic Components,https://www.nasdaq.com/symbol/tgls
TGEN,Tecogen Inc.,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tgen
TNAV,"Telenav, Inc.",Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tnav
TLGT,"Teligent, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tlgt
TELL,Tellurian Inc.,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tell
TENX,"Tenax Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/tenx
TERP,"TerraForm Power, Inc.",Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/terp
TRTLU,Terrapin 4 Acquisition Corporation,Finance,Business Services,https://www.nasdaq.com/symbol/trtlu
TBNK,Territorial Bancorp Inc.,Finance,Savings Institutions,https://www.nasdaq.com/symbol/tbnk
TSRO,"TESARO, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tsro
TSLA,"Tesla, Inc. ",Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/tsla
TESS,TESSCO Technologies Incorporated,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/tess
TTEK,"Tetra Tech, Inc.",Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/ttek
TTPH,"Tetraphase Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ttph
TCBI,"Texas Capital Bancshares, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/tcbi
TCBIL,"Texas Capital Bancshares, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/tcbil
TCBIP,"Texas Capital Bancshares, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/tcbip
TCBIW,"Texas Capital Bancshares, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/tcbiw
TXN,Texas Instruments Incorporated,Technology,Semiconductors,https://www.nasdaq.com/symbol/txn
TXRH,"Texas Roadhouse, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/txrh
TFSL,TFS Financial Corporation,Finance,Savings Institutions,https://www.nasdaq.com/symbol/tfsl
TGTX,"TG Therapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tgtx
ANDE,"The Andersons, Inc.",Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/ande
TBBK,"The Bancorp, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/tbbk
BPRN,The Bank of Princeton,n/a,n/a,https://www.nasdaq.com/symbol/bprn
CG,The Carlyle Group L.P.,Finance,Investment Managers,https://www.nasdaq.com/symbol/cg
TCGP,The Carlyle Group L.P.,Finance,Investment Managers,https://www.nasdaq.com/symbol/tcgp
CAKE,The Cheesecake Factory Incorporated,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cake
CHEF,"The Chefs&#39; Warehouse, Inc.",Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/chef
TCFC,The Community Financial Corporation,Finance,Major Banks,https://www.nasdaq.com/symbol/tcfc
DSGX,The Descartes Systems Group Inc.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dsgx
DXYN,"The Dixie Group, Inc.",Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/dxyn
ENSG,"The Ensign Group, Inc.",Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ensg
XONE,The ExOne Company,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/xone
FINL,"The Finish Line, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/finl
FBMS,"The First Bancshares, Inc.",Finance,Major Banks,https://www.nasdaq.com/symbol/fbms
FLIC,The First of Long Island Corporation,Finance,Major Banks,https://www.nasdaq.com/symbol/flic
GT,The Goodyear Tire & Rubber Company,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/gt
HABT,"The Habit Restaurants, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/habt
HCKT,"The Hackett Group, Inc.",Consumer Services,Professional Services,https://www.nasdaq.com/symbol/hckt
HAIN,"The Hain Celestial Group, Inc.",Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/hain
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",n/a,n/a,https://www.nasdaq.com/symbol/cuba
INTG,The Intergroup Corporation,Consumer Services,Building operators,https://www.nasdaq.com/symbol/intg
JYNT,The Joint Corp.,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/jynt
KEYW,The KEYW Holding Corporation,Technology,EDP Services,https://www.nasdaq.com/symbol/keyw
KHC,The Kraft Heinz Company,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/khc
OLD,The Long-Term Care ETF,n/a,n/a,https://www.nasdaq.com/symbol/old
MSG,The Madison Square Garden Company,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/msg
MDCO,The Medicines Company,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mdco
MEET,"The Meet Group, Inc.",Consumer Services,Advertising,https://www.nasdaq.com/symbol/meet
MIK,"The Michaels Companies, Inc.",Consumer Services,Recreational Products/Toys,https://www.nasdaq.com/symbol/mik
MIDD,The Middleby Corporation,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/midd
NAVG,"The Navigators Group, Inc.",Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/navg
SLIM,The Obesity ETF,n/a,n/a,https://www.nasdaq.com/symbol/slim
STKS,"The ONE Group Hospitality, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/stks
ORG,The Organics ETF,n/a,n/a,https://www.nasdaq.com/symbol/org
PRSC,The Providence Service Corporation,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/prsc
RMR,The RMR Group Inc.,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/rmr
SMPL,The Simply Good Foods Company,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/smpl
SMPLW,The Simply Good Foods Company,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/smplw
TSG,The Stars Group Inc.,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/tsg
TTD,"The Trade Desk, Inc.",Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ttd
ULTI,"The Ultimate Software Group, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ulti
YORW,The York Water Company,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/yorw
NCTY,The9 Limited,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ncty
TXMD,"TherapeuticsMD, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/txmd
TRPX,Therapix Biosciences Ltd.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/trpx
TBPH,"Theravance Biopharma, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tbph
TST,"TheStreet, Inc.",Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/tst
TCRD,"THL Credit, Inc.",n/a,n/a,https://www.nasdaq.com/symbol/tcrd
TIBR,Tiberius Acquisition Corporation,Finance,Business Services,https://www.nasdaq.com/symbol/tibr
TIBRU,Tiberius Acquisition Corporation,Finance,Business Services,https://www.nasdaq.com/symbol/tibru
TIBRW,Tiberius Acquisition Corporation,Finance,Business Services,https://www.nasdaq.com/symbol/tibrw
TIG,TiGenix,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tig
TTS,"Tile Shop Hldgs, Inc.",Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/tts
TIL,Till Capital Ltd.,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/til
TSBK,"Timberland Bancorp, Inc.",Finance,Banks,https://www.nasdaq.com/symbol/tsbk
TNTR,"Tintri, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/tntr
TIPT,Tiptree Inc.,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/tipt
TITN,Titan Machinery Inc.,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/titn
TTNP,"Titan Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ttnp
TVTY,"Tivity Health, Inc.",Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/tvty
TIVO,TiVo Corporation,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/tivo
TMUS,"T-Mobile US, Inc.",Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tmus
